,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020
Country/Territory,Code,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
Germany,DEU,1.32889533,0.20805575,7,90,75.5,100,1.291888475,0.213555023,7,89.05472565,74.12935638,100,1.314802051,0.202215627,8,89.55223846,76.61691284,99.50248718,1.414031386,0.187490851,9,94.52736664,82.58706665,100,1.413554311,0.186603338,9,93.532341,84.0796051,100,1.496040106,0.175457552,9,93.75,88.46154022,99.5192337,1.485833883,0.175319895,9,93.2692337,87.9807663,100,1.365230918,0.154178515,11,93.2692337,86.53845978,100,1.336478472,0.14903152,12,93.2692337,84.13461304,100,1.336777806,0.147649065,12,93.75,85.57691956,100,1.334961534,0.145458207,12,92.89099884,84.36019135,100,1.297783494,0.14327006,12,92.41706085,81.99052429,97.15639496,1.349210739,0.134741843,14,93.42723083,86.38497925,97.65258026,1.393738031,0.129587308,14,93.42723083,88.26290894,97.18309784,1.406184077,0.128818423,13,93.42723083,88.26290894,97.65258026,1.436330318,0.140034646,11,96.05911255,89.16255951,99.50739288,1.42199707,0.142726943,11,95.56650543,87.19211578,99.50739288,1.364374995,0.140231311,11,95.07389069,84.72906494,99.50739288,1.432261825,0.120667316,12,95.56650543,89.65517426,99.50739288,1.431258917,0.122100569,12,94.68598938,88.8888855,99.51690674,1.355591178,0.121996328,11,95.6521759,86.47342682,98.55072784,1.377576232,0.110332869,10,94.20289612,88.8888855,98.55072784
Djibouti,DJI,-0.882711172,0.261457115,4,21.5,12.5,35.5,-0.994008064,0.256089628,4,18.40796089,8.955224037,32.83581924,-0.877741814,0.235382617,5,22.88557243,11.94029808,32.33831024,-0.830886364,0.211364016,6,23.88059616,13.9303484,34.3283577,-0.666397214,0.208356991,6,28.35820961,20.89552307,39.30348206,-0.784367919,0.209041253,7,25,18.26922989,34.61538315,-1.109946132,0.19654119,8,15.86538506,8.17307663,24.03846169,-1.120305538,0.15559721,9,17.30769157,8.653845787,25,-1.196665525,0.154748484,9,13.94230747,8.653845787,21.15384674,-1.196742058,0.154638961,10,13.94230747,8.17307663,21.15384674,-1.209395885,0.155135944,10,13.74407578,8.056872368,20.85308075,-1.265670776,0.151702181,10,13.27014256,7.109004974,18.48341179,-1.411138177,0.151125625,10,8.92018795,5.164319038,13.61502361,-1.434044123,0.148517579,10,7.981220722,3.755868435,14.55399036,-1.471034884,0.137441099,11,7.51173687,3.755868435,13.61502361,-1.430809975,0.154221043,8,8.374383926,4.433497429,14.77832508,-1.412141204,0.152384743,7,9.359605789,4.433497429,16.25615692,-1.370006442,0.151273027,7,11.33004951,5.911330223,17.73398972,-1.405831337,0.153552234,7,10.83743858,5.911330223,15.76354694,-1.367919087,0.14074257,8,11.594203,6.280193329,16.90821266,-1.423264623,0.131268293,8,10.62801933,6.280193329,15.942029,-1.420494318,0.131056413,8,10.14492798,4.830917835,15.45893764
Dominica,DMA,1.04229033,0.291690677,3,79.5,65,95.5,1.094591856,0.291445464,3,81.59204102,65.17412567,99.50248718,1.093752384,0.29128316,3,82.08955383,65.67163849,98.00994873,1.109613538,0.272817552,3,83.08457947,67.66168976,99.50248718,1.053587675,0.2690323,3,81.59204102,65.67163849,95.52238464,0.985611916,0.255438507,4,81.7307663,65.38461304,90.38461304,0.932384193,0.261414528,4,77.40384674,63.94230652,89.90384674,1.005350828,0.232034922,4,78.36538696,67.30769348,94.71154022,0.997471571,0.228073269,4,79.80769348,66.82691956,94.71154022,1.034413218,0.226611674,3,82.21154022,68.2692337,94.71154022,1.012253761,0.23278372,3,78.67298889,67.77251434,94.78672791,0.982540607,0.236173764,3,76.30331421,66.824646,94.31279755,0.987989783,0.23199603,3,76.99530792,67.13614655,93.89671326,0.946590006,0.24535504,3,76.52581787,64.78873444,92.48826599,0.966706514,0.238554776,3,76.99530792,65.72769928,92.48826599,1.06705606,0.268439084,1,81.28078461,68.47290802,96.05911255,0.878887236,0.221420169,2,74.3842392,64.53202057,89.65517426,0.899457276,0.205653787,3,75.36946106,66.00984955,89.65517426,0.88482815,0.214616656,3,75.86206818,64.53202057,89.65517426,0.787683427,0.240047172,2,73.91304016,58.93719864,88.40579987,0.868842959,0.204126611,2,74.87922668,64.25120544,88.40579987,0.878063023,0.209420398,2,74.39613342,62.31884003,88.8888855
Denmark,DNK,1.538971782,0.20805575,7,96,86,100,1.467340946,0.213555023,7,95.52238464,83.08457947,100,1.535965323,0.202215627,8,97.51243591,87.06467438,100,1.532867908,0.187490851,9,99.00497437,87.56218719,100,1.601452231,0.186603338,9,99.50248718,90.04975128,100,1.800991774,0.175457552,9,100,94.2307663,100,1.739608884,0.175319895,9,100,92.30769348,100,1.5716362,0.162813678,10,100,91.82691956,100,1.477704406,0.159870148,10,97.11538696,89.90384674,100,1.538305998,0.158621445,10,99.03845978,90.86538696,100,1.538261056,0.148741096,11,97.63033295,91.4691925,100,1.541957259,0.146318167,11,97.63033295,92.41706085,100,1.551707029,0.145951107,11,97.18309784,92.48826599,100,1.674114227,0.133328661,12,99.06103516,95.30516052,100,1.666270614,0.130399287,12,99.53051758,94.8356781,100,1.524577379,0.14219828,10,97.04433441,92.1182251,100,1.552826166,0.144884139,10,97.53694916,92.1182251,100,1.541422009,0.141873941,10,99.01477814,93.10344696,100,1.51776433,0.121726207,11,97.04433441,92.61083984,100,1.561592817,0.123218223,11,97.58454132,92.2705307,100,1.545237541,0.12319237,9,98.55072784,95.16908264,100,1.520361304,0.111086763,9,97.58454132,93.71981049,99.51690674
Dominican Republic,DOM,0.056515027,0.208809838,6,53,40,62.5,0.093083277,0.214446098,6,52.23880768,41.79104614,63.18407822,0.225749969,0.207885876,6,56.2189064,48.25870514,65.67163849,0.237251297,0.167936116,8,55.22388077,47.26368332,63.18407822,0.023253517,0.167355821,9,48.25870514,41.29353333,57.21393204,0.047007095,0.158213094,12,50.96154022,41.34615326,58.17307663,-0.070553929,0.160519332,12,48.55769348,37.98077011,56.25,0.205657691,0.135688111,14,53.84615326,46.15384674,58.65384674,0.197003692,0.133209616,15,54.32692337,46.15384674,58.17307663,0.164732441,0.131412402,15,52.88461685,45.67307663,58.17307663,0.089798309,0.131470084,15,51.6587677,43.60189438,56.87203979,0.073861636,0.129464358,15,51.18483353,42.18009567,55.45023727,0.090433285,0.126666293,16,52.58216095,44.6009407,56.33802795,0.124592215,0.121617734,16,55.3990593,45.53990555,57.74647903,0.115369543,0.119482398,16,53.99061203,45.53990555,57.27699661,0.188960612,0.127507791,13,54.18719101,48.27586365,59.60591125,0.154268429,0.129032239,14,52.21674728,45.81280899,58.62068939,0.1819112,0.125407189,14,52.70935822,46.30541992,58.12807846,0.159221113,0.125856012,14,52.70935822,43.84236526,57.63546753,0.114304714,0.127203301,14,50.24154663,40.57971191,57.48792267,0.177400187,0.122065194,13,53.14009476,43.9613533,59.90338135,0.221525937,0.125860333,12,55.07246399,45.89371872,59.90338135
Algeria,DZA,-1.166290164,0.208809838,6,14.5,8,23,-1.244342446,0.214446098,6,12.4378109,5.4726367,21.39303398,-1.110052228,0.19728291,7,14.42786026,8.955224037,24.8756218,-1.044660211,0.159148961,9,18.9054718,10.9452734,26.36815834,-1.076718092,0.156959146,10,18.9054718,9.950248718,25.37313461,-0.802059054,0.137709811,13,23.55769157,18.75,29.80769157,-0.715685964,0.138626516,14,25.48077011,21.63461494,32.69230652,-0.916875541,0.113918133,15,22.59615326,17.78846169,26.92307663,-0.984122396,0.111849181,16,20.19230843,14.90384579,25,-0.979712248,0.10954994,16,20.67307663,14.90384579,25.48077011,-1.038431048,0.111480229,16,17.53554535,13.27014256,24.17061615,-1.02233839,0.110139087,16,18.48341179,13.27014256,25.59241676,-1.004121184,0.113212377,16,20.18779373,13.61502361,25.82159615,-0.906026602,0.115554519,16,22.53521156,15.49295807,26.7605629,-0.893353224,0.110356778,16,23.94366264,15.96244144,26.7605629,-0.815198064,0.127327278,13,25.12315178,21.18226624,29.06403923,-0.849065185,0.126583427,12,24.63054276,20.6896553,28.07881737,-0.86288929,0.124541819,12,23.64532089,19.21182251,28.07881737,-0.904066145,0.125069126,12,23.15270996,16.74876785,27.58620644,-1.000404716,0.130666822,12,21.25603867,13.52657032,25.12077332,-1.056199312,0.123466536,11,19.8067627,14.00966167,23.18840599,-1.102138519,0.126687109,10,18.35748863,13.04347801,22.70531464
Ecuador,ECU,0.013284295,0.196929157,7,51.5,40,62,0.114651591,0.20537965,7,53.73134232,43.28358078,63.18407822,-0.247218117,0.193243936,8,43.7810936,30.84577179,52.23880768,-0.044988766,0.163387194,10,47.26368332,41.29353333,54.72636795,-0.121541075,0.164992914,10,43.7810936,38.30845642,52.23880768,-0.244635746,0.148155257,13,40.86538315,33.65384674,48.07692337,-0.363743484,0.147149712,14,36.53845978,28.84615326,45.19230652,-0.253862709,0.121858291,15,37.98077011,31.73077011,45.67307663,-0.161115885,0.118871175,16,43.26922989,35.57692337,47.11538315,-0.222304702,0.11537575,16,40.38461685,34.13461685,46.15384674,-0.250361204,0.113260768,17,39.33649445,34.12322235,45.0236969,-0.2310853,0.112503491,17,38.86256027,34.59715652,46.91942978,-0.293364823,0.116675124,16,37.08920288,30.98591614,45.07042313,-0.296114117,0.113129511,17,38.49765396,31.92488289,44.6009407,-0.252721816,0.11042767,17,40.37558746,33.8028183,45.53990555,-0.202465162,0.127509341,13,39.90147781,33.49753571,48.76847458,-0.211754784,0.129032239,14,39.40886688,31.03448296,47.29064178,-0.24716796,0.125407189,14,38.42364502,32.01970291,44.82758713,-0.172145918,0.125856012,14,40.88669968,34.48275757,47.29064178,-0.001272903,0.127203301,14,46.37681198,37.68115997,54.10628128,0.037119336,0.122065194,13,47.82608795,39.13043594,54.10628128,0.016715514,0.125860333,12,46.37681198,38.64734268,55.07246399
"Egypt, Arab Rep.",EGY,-0.84418416,0.208809838,6,22,14,35,-0.911786079,0.214446098,6,21.39303398,11.94029808,32.83581924,-0.894506156,0.192937747,8,22.38805962,12.93532372,30.84577179,-1.102290034,0.156961709,10,16.41790962,10.9452734,22.38805962,-1.083185434,0.156959146,10,18.40796089,9.950248718,24.8756218,-0.947557926,0.137709811,13,21.63461494,16.34615326,25.96153831,-0.964780927,0.138626516,14,21.15384674,13.46153831,25,-1.199265122,0.11000599,16,14.42307663,8.653845787,19.23077011,-1.167745471,0.111849181,16,14.90384579,10.09615421,19.71153831,-1.212239385,0.109445393,16,13.46153831,9.134614944,18.26922989,-1.157500863,0.111258656,17,14.21800995,9.952606201,20.37914658,-1.188053608,0.109905921,17,13.74407578,9.952606201,18.95734596,-1.139983296,0.110783949,18,14.08450699,11.73708916,20.18779373,-0.765063465,0.107736073,19,25.82159615,20.18779373,29.10798073,-1.051558971,0.103856951,19,16.90140915,14.55399036,23.94366264,-1.18059957,0.120154247,15,14.77832508,8.866994858,21.18226624,-1.190416574,0.121644296,15,14.77832508,9.852216721,21.18226624,-1.204502225,0.119697407,14,14.28571415,9.852216721,22.1674881,-1.251246095,0.119808145,15,13.30049229,8.866994858,19.70443344,-1.328002691,0.12341097,15,13.04347801,6.76328516,17.87439537,-1.445306063,0.117737763,13,8.212560654,6.280193329,14.00966167,-1.488731265,0.120859392,12,7.729468822,4.347826004,13.04347801
Eritrea,ERI,-1.363928318,0.261457115,4,11.5,2.5,20,-1.231638193,0.256089628,4,13.43283558,4.975124359,24.8756218,-1.470739365,0.235382617,5,7.960198879,1.49253726,15.92039776,-1.824391365,0.17809099,7,1.99004972,0,6.965174198,-1.932921529,0.180878609,7,1.49253726,0,5.4726367,-1.907014132,0.171049342,9,1.442307711,0,5.288461685,-2.184898615,0.16791375,10,0,0,1.923076868,-2.084116697,0.122572221,11,1.442307711,0,2.884615421,-2.115926266,0.12407463,11,1.923076868,0,2.403846264,-2.15996933,0.119527705,11,0.961538434,0,1.923076868,-2.20277977,0.122787848,11,0.473933637,0,2.369668245,-2.198293447,0.119964615,11,0.473933637,0,2.369668245,-2.226054192,0.121409006,11,0.469483554,0,1.408450723,-2.208767176,0.124000356,11,0.938967109,0,1.877934217,-2.196416616,0.116188265,12,0.938967109,0,1.408450723,-2.113502741,0.139053285,7,1.477832556,0,2.46305418,-2.106808662,0.137131378,8,0.985221684,0,2.955665112,-2.169759035,0.130003333,9,0.985221684,0,1.477832556,-2.16550374,0.131209567,9,0.492610842,0,1.970443368,-2.185477495,0.136692226,9,0.483091801,0,1.932367206,-2.206151247,0.127880722,9,0.483091801,0,0.966183603,-2.076874733,0.131056413,8,0.483091801,0,1.449275374
Spain,ESP,1.319526911,0.20805575,7,89.5,75.5,100,1.299594522,0.213555023,7,89.55223846,74.6268692,100,1.277019858,0.202215627,8,88.55721283,75.12437439,99.50248718,1.27498734,0.187490851,9,90.04975128,74.12935638,100,1.270559311,0.186603338,9,89.55223846,76.61691284,99.00497437,1.323611856,0.175457552,9,89.42308044,82.21154022,95.19230652,1.1314044,0.175319895,9,84.13461304,73.07691956,90.86538696,1.07872498,0.154178515,11,85.57691956,73.55769348,92.30769348,1.123086691,0.144001663,12,87.0192337,74.03845978,93.2692337,1.185325623,0.145380259,12,87.5,74.5192337,95.67308044,1.176973462,0.141103223,13,88.1516571,74.8815155,95.26066589,1.122543097,0.14327006,12,85.30805969,72.98577881,93.83885956,1.085865974,0.137023926,13,83.09859467,74.64788818,92.48826599,1.064178824,0.131551519,13,82.15962219,73.23943329,90.14084625,0.988870561,0.128818423,13,78.40375519,71.3615036,88.73239136,0.993725598,0.140034646,11,76.84729004,70.93595886,89.65517426,1.044831276,0.142726943,11,82.75862122,72.41379547,91.62561798,1.041618347,0.140231311,11,82.26600647,71.92118073,90.14778137,1.021468163,0.120667316,12,82.26600647,73.89162445,89.65517426,1.019294143,0.122100569,12,81.15942383,74.39613342,88.8888855,1.037761688,0.121996328,11,80.67633057,73.42995453,89.37197876,1.007931709,0.110332869,10,80.67633057,72.46376801,88.8888855
Estonia,EST,0.926167071,0.23647669,5,74.5,65,89,1.03417027,0.214446098,6,78.10945129,67.66168976,92.53731537,0.98800236,0.202820122,7,77.11442566,67.16417694,90.04975128,1.072951317,0.166367516,9,79.60198975,71.6417923,92.53731537,1.07057941,0.166093752,10,82.58706665,71.6417923,91.04477692,1.093419075,0.161861241,10,83.65384674,75,89.90384674,0.992168546,0.163663402,10,80.7692337,71.15384674,88.94230652,1.068221688,0.138149992,12,84.61538696,73.55769348,91.34615326,1.073010921,0.137219772,12,84.13461304,72.11538696,91.82691956,1.09165287,0.135680377,12,85.57691956,73.07691956,91.34615326,1.085522056,0.137363255,12,83.88625336,72.51184845,91.94313049,1.105651855,0.134045914,12,83.412323,72.98577881,93.3649292,1.133725882,0.1291361,13,87.32394409,75.11737061,92.95774841,1.111924648,0.123527609,13,85.9154892,74.17840576,91.54929352,1.116848588,0.12120609,13,85.9154892,74.17840576,92.01877594,1.17031002,0.129579574,11,88.17733765,75.36946106,94.08866882,1.186864018,0.131588563,11,87.19211578,76.84729004,95.07389069,1.20804739,0.126813456,11,89.16255951,78.32512665,95.56650543,1.214439392,0.12756899,11,89.65517426,80.29556274,95.07389069,1.179301023,0.131400123,11,87.9227066,78.74396515,94.20289612,1.181097984,0.125500336,10,87.43961334,78.26087189,95.6521759,1.171271801,0.103923209,10,88.40579987,79.71014404,93.71981049
Ethiopia,ETH,-1.083550096,0.208809838,6,16.5,10,25,-0.989250898,0.214446098,6,18.9054718,10.44776154,31.3432827,-1.031738877,0.19728291,7,18.40796089,10.44776154,28.35820961,-1.226131916,0.159148961,9,13.43283558,7.960198879,20.39801025,-1.114733219,0.156959146,10,16.91542244,9.950248718,23.88059616,-1.180990577,0.144515619,12,16.34615326,8.17307663,21.63461494,-1.238757253,0.142214388,13,11.53846169,8.17307663,19.23077011,-1.19371748,0.111557469,16,15.38461494,8.653845787,19.71153831,-1.203704953,0.113165572,16,12.98076916,8.653845787,19.71153831,-1.30721271,0.110694081,16,12.5,8.17307663,15.38461494,-1.298283458,0.112707257,16,11.37440777,7.582938194,14.69194317,-1.344842553,0.11126402,16,10.90047359,7.109004974,13.74407578,-1.362643838,0.109654851,17,10.32863808,7.042253494,13.61502361,-1.308907866,0.10971728,17,11.73708916,6.572770119,15.49295807,-1.313026309,0.105504327,17,12.67605591,6.103286266,15.02347374,-1.284353971,0.12186043,13,12.80788136,6.896551609,19.21182251,-1.298412919,0.123314694,13,12.80788136,7.881773472,19.21182251,-1.402078986,0.120640181,13,9.852216721,5.911330223,14.28571415,-1.432209015,0.121351413,13,9.852216721,5.911330223,13.79310322,-1.165882468,0.12517266,13,15.942029,11.11111069,21.73913002,-1.064604878,0.11903052,12,19.32367134,14.00966167,22.22222137,-1.017296791,0.121855862,11,20.28985596,14.97584534,25.12077332
Finland,FIN,1.51769793,0.20805575,7,95,85.5,100,1.467298269,0.213555023,7,95.02487183,83.08457947,100,1.593033314,0.202215627,8,99.50248718,87.56218719,100,1.552903652,0.187490851,9,99.50248718,89.05472565,100,1.572457075,0.186603338,9,99.00497437,89.05472565,100,1.783608437,0.175457552,9,99.5192337,93.2692337,100,1.687096953,0.175319895,9,99.5192337,90.38461304,100,1.494072199,0.162813678,10,97.11538696,89.90384674,100,1.460226774,0.159870148,10,96.63461304,89.42308044,100,1.463081241,0.158621445,10,96.63461304,89.42308044,100,1.465268016,0.148741096,11,96.6824646,90.0473938,100,1.486713052,0.146318167,11,96.6824646,90.52132416,100,1.507551432,0.145951107,11,96.244133,90.14084625,100,1.60069716,0.133328661,12,96.71361542,92.95774841,100,1.573705554,0.130399287,12,97.18309784,92.48826599,100,1.541917205,0.14219828,10,97.53694916,92.1182251,100,1.543586493,0.144884139,10,96.55172729,92.1182251,100,1.53179431,0.141873941,10,97.04433441,93.10344696,100,1.55935812,0.121726207,11,99.01477814,93.10344696,100,1.576928496,0.123218223,11,98.55072784,92.75362396,100,1.56490612,0.123090416,10,99.51690674,95.6521759,100,1.61521244,0.111086763,9,99.51690674,95.6521759,100
Fiji,FJI,0.152574241,0.261457115,4,56,40.5,65,0.226074696,0.256089628,4,56.2189064,43.7810936,67.16417694,-0.346214205,0.254042536,4,38.30845642,25.87064743,52.23880768,0.028650643,0.240754873,4,50.24875641,39.30348206,60.69651794,0.066641822,0.234738111,5,49.75124359,39.80099487,62.6865654,-0.037026647,0.233864948,5,47.11538315,36.05769348,59.13461685,0.049308639,0.235815033,5,52.88461685,37.98077011,62.01922989,-0.325200796,0.172739714,6,35.57692337,30.28846169,45.67307663,-0.650255859,0.16519846,7,29.80769157,22.11538506,34.61538315,-0.704701424,0.163603365,7,28.36538506,20.67307663,33.65384674,-0.910687804,0.162490278,8,22.74881554,13.74407578,29.85782051,-1.106355906,0.15874739,8,15.16587639,9.952606201,25.11848259,-1.093061566,0.158299387,8,16.43192482,10.32863808,25.35211182,-0.978677988,0.154909089,8,19.7183094,14.55399036,26.7605629,-0.909593165,0.149554655,8,23.00469398,15.02347374,27.69952965,-0.176634297,0.166988969,6,41.87192154,32.51231384,49.75369644,0.027780429,0.165426329,6,48.27586365,37.93103409,58.62068939,0.028549671,0.161349744,6,48.76847458,38.42364502,55.17241287,0.122835256,0.159173533,6,50.24630356,41.87192154,58.12807846,0.130468309,0.161337808,6,50.72463608,39.61352539,58.93719864,0.021415282,0.149920955,6,46.37681198,38.16424942,55.55555725,0.034103934,0.155344263,6,47.34299469,37.68115997,57.00482941
France,FRA,1.311158419,0.20805575,7,89,75,100,1.171781659,0.213555023,7,86.06964874,71.14427948,96.01989746,1.182986617,0.202215627,8,86.06964874,72.63681793,95.02487183,1.154342294,0.187490851,9,85.57213593,72.63681793,95.52238464,1.122662783,0.186603338,9,85.07462311,71.6417923,94.02985382,1.45645833,0.175457552,9,91.82691956,85.57691956,99.03845978,1.476771235,0.168726221,10,92.78845978,87.9807663,100,1.298722863,0.149886072,12,91.82691956,82.21154022,99.03845978,1.259766817,0.141107872,13,91.34615326,79.80769348,97.59615326,1.304794312,0.142368466,13,91.34615326,83.17308044,98.55769348,1.244508862,0.141103223,13,90.52132416,78.67298889,96.6824646,1.202856779,0.14327006,12,90.0473938,75.82938385,95.26066589,1.170668364,0.137023926,13,88.73239136,75.11737061,94.36619568,1.238105774,0.131551519,13,89.67136383,79.34272003,95.30516052,1.219246626,0.128818423,13,89.67136383,81.22065735,93.89671326,1.218159556,0.140034646,11,89.65517426,76.35468292,96.05911255,1.206640601,0.142726943,11,89.65517426,76.84729004,95.56650543,1.136472583,0.140231311,11,85.22167206,75.36946106,95.07389069,1.152415276,0.120667316,12,85.7142868,76.84729004,93.10344696,1.146512628,0.122100569,12,86.95652008,77.77777863,92.2705307,1.116437674,0.121996328,11,85.50724792,77.29468536,94.20289612,1.069430232,0.110332869,10,82.60869598,74.87922668,89.37197876
"Micronesia, Fed. Sts.",FSM,1.113322139,0.387605757,2,84,64,100,0.980310977,0.355241269,2,76.11940002,61.69154358,99.50248718,1.007038713,0.355957747,2,78.10945129,61.19403076,98.50746155,1.023825049,0.316182137,2,77.61193848,63.18407822,99.00497437,1.035866261,0.342772305,2,81.0945282,63.18407822,99.00497437,0.786521435,0.260854989,3,75,59.13461685,88.46154022,0.949673951,0.266424268,3,79.32691956,63.94230652,90.38461304,1.065407753,0.234210014,3,84.13461304,68.75,96.15384674,1.058531404,0.230224192,3,82.69230652,67.78845978,96.15384674,1.086042166,0.226611674,3,85.09615326,68.2692337,96.15384674,1.07439065,0.23278372,3,83.412323,68.2464447,95.73459625,1.050894141,0.236173764,3,81.99052429,68.2464447,95.26066589,0.997179151,0.23199603,3,77.46479034,67.13614655,93.89671326,0.977706373,0.24535504,3,77.93427277,65.72769928,92.95774841,0.996572316,0.238554776,3,78.87323761,66.1971817,92.95774841,1.110941887,0.268439084,1,83.74384308,69.950737,98.02955627,1.134734869,0.252806783,1,85.22167206,70.93595886,97.04433441,1.147597075,0.234037161,1,85.7142868,70.93595886,96.55172729,1.146131516,0.247631356,1,85.22167206,70.93595886,97.53694916,1.112810969,0.294247746,1,85.99034119,69.0821228,99.51690674,1.146456718,0.215051085,2,86.47342682,71.98067474,97.58454132,1.128635168,0.228730813,2,85.50724792,71.01449585,96.6183548
Gabon,GAB,-0.321172208,0.208809838,6,40,27.5,52,-0.391127527,0.214446098,6,38.30845642,27.86069679,47.76119232,-0.470682234,0.19728291,7,33.83084488,24.37810898,45.77114487,-0.526887536,0.181560397,8,32.83581924,23.88059616,41.79104614,-0.662809372,0.176473573,8,28.85572052,21.39303398,38.30845642,-0.780080676,0.167277768,9,25.48077011,18.75,33.65384674,-0.82700175,0.170010343,9,24.03846169,15.86538506,30.28846169,-0.950213253,0.150053665,10,21.15384674,14.42307663,28.84615326,-0.866477549,0.142761335,11,24.51922989,16.34615326,29.80769157,-0.845180631,0.14249973,11,25,17.30769157,28.84615326,-0.971219182,0.141078725,11,20.85308075,13.74407578,27.96208572,-0.865145862,0.138735071,11,24.64455032,15.63981056,29.85782051,-0.905199349,0.138845965,11,22.53521156,14.08450699,28.63849831,-0.863606691,0.136463016,13,24.41314507,15.49295807,28.16901398,-0.863370001,0.128145367,14,24.41314507,15.96244144,28.16901398,-0.865721822,0.141912237,10,23.64532089,18.71921158,28.5714283,-0.894151211,0.14016825,11,23.15270996,17.73398972,27.58620644,-0.96696955,0.140049472,11,22.66009903,14.28571415,25.61576271,-1.059220076,0.141167551,11,19.70443344,12.80788136,23.64532089,-0.966163218,0.130829871,12,21.73913002,15.45893764,26.57004738,-1.049209237,0.123487815,12,20.28985596,14.00966167,23.67149734,-0.993986249,0.126466528,11,21.25603867,15.45893764,26.08695602
United Kingdom,GBR,1.272319436,0.20805575,7,87,74.5,99,1.195276618,0.213555023,7,87.06467438,72.13930511,98.00994873,1.323269844,0.202215627,8,91.54228973,77.61193848,99.50248718,1.283422589,0.187490851,9,90.5472641,74.12935638,100,1.333042264,0.186603338,9,90.5472641,79.60198975,100,1.597445846,0.175457552,9,95.19230652,88.94230652,100,1.443956375,0.168726221,10,92.30769348,85.57691956,99.5192337,1.378773689,0.149886072,12,94.2307663,86.53845978,100,1.335596442,0.14903152,12,92.78845978,84.13461304,100,1.321022868,0.147649065,12,92.30769348,83.65384674,100,1.303301334,0.145458207,12,91.94313049,81.99052429,97.63033295,1.289994001,0.14327006,12,91.94313049,81.99052429,97.15639496,1.29741168,0.137023926,13,92.01877594,82.15962219,96.244133,1.339132667,0.131551519,13,92.48826599,85.9154892,96.244133,1.32903707,0.128818423,13,92.48826599,85.9154892,96.244133,1.275789618,0.140034646,11,90.14778137,79.80295563,96.05911255,1.297836781,0.142726943,11,92.1182251,82.75862122,96.05911255,1.295398593,0.140231311,11,93.10344696,82.75862122,96.55172729,1.363250256,0.118581966,13,93.59606171,86.69950867,98.02955627,1.369486809,0.119643286,13,92.75362396,87.43961334,97.58454132,1.261398792,0.119271263,12,89.85507202,82.12560272,96.13526917,1.24678123,0.140541241,10,89.37197876,81.15942383,96.13526917
